Panelist,Genotype,unique_ID,SampleOrder,Rank,CATA_aroma,CATA_all,Desc,NewDesc,DescCoded
145,117.17,145_117.17,2,2,"Grassy,Vegetal","Vegetal, Grassy",Lager with a sharp aftertaste,"sharp, lager",sharp
145,120.14,145_120.14,3,1,,Body-Density-Light,Cleanest flavor,clean flavor,0
145,120.17,145_120.17,4,4,"Woody,Stale","Woody, Stale, effervescence-bubblesize-large",0,,0
146,120.14,146_120.14,1,4,Earthy,"Earthy, Bitter","Hoppy, earthy, bitter, dry and hoppy with an earthy, bitter aftertaste","hoppy, bitter aftertaste","earthy, bitter, drying, earthy, bitter"
146,Copeland,146_Copeland,2,3,"Earthy,Woody","Earthy, Woody, Bitter","Earthy, woody, bitter, semi-sour with a woodsy, bitter aftertaste",bitter aftertaste,"earthy, woody, bitter, woody, bitter"
146,120.17,146_120.17,3,2,Fruity,"Fruity, Sweet, Irritation-Cooling","Fruity, sweet, cooling, really good session type beer, slightly sweet and refreshing",refreshing,"fruity, sweet, cooling, sweet"
146,117.17,146_117.17,4,1,Fruity,"Sour, Fruity, Sweet","Sour, fruity, sweet, somewhat sour but fruity sweet aftertaste",sweet aftertaste,"sour, fruity, sweet"
147,120.17,147_120.17,1,2,"Fruity,Grassy","Fruity, Fruity-Apple, Fruity-Apple-SourApple, Sour, Grassy, Grassy-FreshCutGrass","Very light flavor, very little aftertaste","light, no aftertaste",light
147,120.14,147_120.14,2,1,Woody,Waxy,"Slightly more flavor than 161, no aftertaste. Most nose smell of of the samples",no aftertaste,0
147,117.17,147_117.17,3,4,Earthy,"Earthy, Earthy-Mold, Earthy-Soil",Lightest taste of the samples,"light, bland",light
147,Copeland,147_Copeland,4,3,Fruity,"Fruity, Fruity-Apple, Fruity-Apple-SourApple, Fruity, Fruity-Citrus",Most aftertaste,strong aftertaste,0
148,117.17,148_117.17,1,1,Grassy,Grassy,"Tastes like the lagers I grew up with, Rainier, Hamms, etc","tastes like a macro brand, lager",0
148,120.17,148_120.17,2,4,Stale,Stale,"Weak, no smell. Tastes like instant beer if there were such a thing","bland, low aroma, tastes like a macro brand",light
148,Copeland,148_Copeland,3,3,Cereal,"Cereal, Cereal-Malt","Slightly more malty, no hops",,"cereal, malt"
148,120.14,148_120.14,4,2,Nutty,Nutty,"Nuttier, no hop smell",,nutty
158,120.14,158_120.14,1,3,,,Tastes like a pilsner or coors light,tastes like a macro brand,light
158,Copeland,158_Copeland,2,2,,,"Another light beer, no happiness, maybe a wheat",tastes like a macro brand,light
158,120.17,158_120.17,3,1,,,"Smell of a sour, taste of an unflavored light sour","bland, light","sour, light"
158,117.17,158_117.17,4,4,,,Hefe. All hefe beers taste like mildew to me,,"earthy, musty"
159,120.17,159_120.17,1,4,,,Too light tasting,"light, bland",light
159,120.14,159_120.14,2,3,,,Taste like coors,tastes like a macro brand,light
159,117.17,159_117.17,3,2,,,Good flavor,good flavor,0
159,Copeland,159_Copeland,4,1,,,The best,favorite,0
160,117.17,160_117.17,1,4,Stale,"Effervescence-BubbleDensity-Dispersed, Stale, Body-Density-Light","Light, a little stale/flat","light, flat","light, stale, flat"
160,120.17,160_120.17,2,1,"Floral,Cereal","Cereal, Salty, Body-Particulate-Smooth","Really good, cereal, salty, maybe floral, smooth",,"cereal, salty, smooth, floral"
160,Copeland,160_Copeland,3,3,"Grassy,Stale","Stale, Grassy",Similar to 562 but maybe a bit more floral and grassy,,"floral, grassy"
160,120.14,160_120.14,4,2,Floral,"Body-Particulate-Smooth, Floral, Floral-Perfume, Sweet","Good, smooth, a little sweet",smooth,"smooth, sweet"
